id,lon,lat
261178109,-87.7236713,41.9446149
1475142954,-87.7227235,41.953775
4332811587,-87.7272565,41.9415162
369630931,-87.7392967,41.9535196
369630790,-87.7450859,41.9607542
369631002,-87.7368071,41.9535511
1475142971,-87.723952,41.9537615
1475113290,-87.7244762,41.950789
2401873887,-87.7343461,41.9461862
2258382540,-87.746541,41.94841
2401873920,-87.7279284,41.943976
5495472869,-87.7267582,41.9453687
261123520,-87.7394168,41.9571332
3639320412,-87.7457852,41.9551533
365061502,-87.7569391,41.9464446
261185529,-87.7240358,41.9570586
2401873934,-87.7317187,41.9448715
3192225961,-87.7298345,41.9536241
261195087,-87.7456186,41.9544587
2295446997,-87.7472856,41.9520621
2185494862,-87.7466092,41.9506869
5493329460,-87.7500998,41.9555755
2401873927,-87.7280079,41.9472715
2401873936,-87.7279178,41.9435701
261195035,-87.7446393,41.951621
317750397,-87.739491,41.9389393
4081947323,-87.7191053,41.9555971
306084354,-87.730492,41.9538909
2185494966,-87.7502511,41.9565837
1625527878,-87.7233608,41.9525261
4332542830,-87.7478962,41.9534107
2401873902,-87.7312475,41.94519
5495473627,-87.727876,41.9472731
2258382565,-87.7464861,41.9465806
2185494816,-87.74803,41.9552479
369631051,-87.7324638,41.9536061
5404695966,-87.7508335,41.9448319
5495467791,-87.7279647,41.9544087
2184848902,-87.7193314,41.9455725
3235485084,-87.7367929,41.9531594
2401855216,-87.7353743,41.9455279
2258382549,-87.7445533,41.9466098
261293457,-87.7353899,41.9517572
5495410815,-87.74585,41.9544564
261160343,-87.7185506,41.9455845
2295446895,-87.7452504,41.9529185
263372990,-87.7263915,41.9536694
2401855424,-87.737346,41.9499164
2401873938,-87.7315557,41.9499871
3603191219,-87.7299546,41.9512283
2180439086,-87.72461,41.9555187
5493329466,-87.7501041,41.956018
5495465077,-87.7278748,41.9538932
261293456,-87.7307767,41.9518253
5493329489,-87.7479089,41.9561575
2185494867,-87.7400248,41.9571257
261275095,-87.739786,41.9471294
2180438972,-87.7259043,41.9576859
261178093,-87.742788,41.9447228
3603195305,-87.7294371,41.9504777
4081947065,-87.7115274,41.9484645
26704228,-87.7278607,41.9524048
2185494831,-87.7411637,41.9540358
2401855228,-87.7321373,41.9435563
5421580780,-87.7440751,41.9514443
261286660,-87.742685,41.9498348
261147244,-87.752348,41.956505
316325745,-87.7471782,41.9488555
2401855268,-87.7371883,41.9457905
2185494727,-87.7480704,41.9566102
2401873879,-87.7315389,41.949496
261176969,-87.7462724,41.9598248
317747436,-87.7454102,41.9461429
261212954,-87.7324288,41.9518009
2185494619,-87.7456571,41.9559602
263372855,-87.7275751,41.9525114
2184764864,-87.7208255,41.9519295
2185533563,-87.7511198,41.9559076
4334422159,-87.7270185,41.9522082
318028425,-87.7345669,41.9390047
26704221,-87.7198452,41.9481015
261298109,-87.7312563,41.9455815
2184958813,-87.7244443,41.9491269
365061629,-87.7479504,41.9529248
4334422173,-87.7211557,41.9537983
306082702,-87.7191562,41.9537121
2401855225,-87.7360058,41.9458074
261181605,-87.7196235,41.9482959
3235330427,-87.7413996,41.9499537
5493338622,-87.7509584,41.9464355
2295446971,-87.7453474,41.9522191
1992978464,-87.7229439,41.939615
261160354,-87.7308047,41.9527593
261280325,-87.7435338,41.9544795
317747461,-87.747029,41.9446704
261195031,-87.7445611,41.9470693
310319161,-87.7379829,41.9577197
2401873895,-87.7291701,41.944371
2401855266,-87.7366137,41.9457987
2402691843,-87.7399091,41.9462086
4081947327,-87.7203298,41.9555817
266650468,-87.7278257,41.9517724
2184906164,-87.7254843,41.9464032
2185494877,-87.7446744,41.9541715
2184848926,-87.7219352,41.9477071
4332557789,-87.747235,41.9503677
5301474546,-87.7456161,41.9517682
2185494674,-87.7375139,41.9540807
261118586,-87.7212367,41.9446459
2180438927,-87.7202676,41.9538111
5421580760,-87.7427013,41.9508013
2185494882,-87.7490606,41.9538892
5495467792,-87.7280404,41.9544084
2295446999,-87.7472845,41.9520181
261327396,-87.7200296,41.9455618
4334422171,-87.7168834,41.9537497
365061591,-87.7478946,41.9506692
4619700267,-87.7368244,41.9542079
2185494916,-87.743849,41.9538655
2185494700,-87.7498005,41.9538856
4498984740,-87.7376565,41.9475329
2184764851,-87.7220458,41.9519132
3235485088,-87.7354291,41.9533289
2401873867,-87.728125,41.9500282
4332557786,-87.7462664,41.9461327
5495422320,-87.7468465,41.9458076
2185494973,-87.744712,41.9551524
2185494987,-87.7452381,41.9569851
5495410873,-87.7443919,41.9519256
5495419645,-87.7477625,41.9504602
310165928,-87.7272828,41.9517487
261139143,-87.7427273,41.9425447
2180438918,-87.7233494,41.9542163
5495414992,-87.738706,41.9535271
2402691731,-87.74145,41.9425635
2184848934,-87.7307544,41.9507961
2402691762,-87.7403047,41.9457512
2184848975,-87.7345502,41.9481088
2295446897,-87.7459472,41.9525877
5843868911,-87.7316467,41.953266
5421580787,-87.7375561,41.9468722
5495469703,-87.7279282,41.9477876
2184848901,-87.7346605,41.951768
2186461346,-87.7620654,41.9527464
3235330428,-87.7416706,41.9499871
5495409878,-87.747568,41.9524629
2185533435,-87.7526115,41.9576374
2184906121,-87.7249401,41.9459575
261185535,-87.7294086,41.9607442
1447529938,-87.7177892,41.9470954
2185533580,-87.7505864,41.9552153
4332542838,-87.747317,41.9539736
1625527889,-87.7245457,41.9532696
5495473626,-87.7278739,41.9471507
5301474548,-87.7460602,41.9520534
5495410921,-87.7467458,41.9552935
4498984735,-87.7388831,41.9477911
261139139,-87.7420159,41.9425535
365061600,-87.7570841,41.9509934
5421580763,-87.7400759,41.9481554
1475142960,-87.7178094,41.9538465
2451808627,-87.7513862,41.9448325
5265173442,-87.7467478,41.9430365
4498984743,-87.738411,41.9468195
409178832,-87.7238788,41.9482453
4332557785,-87.7475761,41.9461119
261178099,-87.7396495,41.9444122
2401855422,-87.7360626,41.9517473
261185527,-87.7218488,41.9555584
5076527097,-87.7477008,41.9455833
1475113285,-87.7237556,41.9503589
5495469256,-87.7344287,41.9531587
261181619,-87.7402571,41.9480359
1286987023,-87.7273725,41.9456222
4337174482,-87.7243172,41.9393897
2401855418,-87.7351856,41.9393631
365061467,-87.7570559,41.9501089
5091223560,-87.7263755,41.9519045
2295446928,-87.7455181,41.952914
256170760,-87.7607554,41.967869
261250167,-87.7274985,41.9500354
261194267,-87.7409677,41.9534985
5434376514,-87.731216,41.9437174
5421580784,-87.7347594,41.9456435
261164813,-87.7400753,41.949014
2401855354,-87.7409259,41.9519746
287236713,-87.7344803,41.9558207
261250163,-87.727423,41.9472788
2185533653,-87.7505891,41.9552957
5495464755,-87.7276248,41.9541146
313441014,-87.7198452,41.9391854
261181639,-87.7426421,41.9480001
3235485090,-87.7385715,41.9533322
5495465800,-87.7284131,41.9536404
2184848907,-87.728297,41.9500264
2258382551,-87.7465001,41.947046
261158112,-87.7232335,41.9719379
2401873875,-87.729821,41.946342
261160342,-87.7181355,41.9449668
2184906179,-87.7200166,41.9451138
2401873933,-87.7330021,41.946304
3235330429,-87.7415049,41.9501238
2295453260,-87.7498103,41.9520961
2184683011,-87.7236823,41.9523491
2184764869,-87.7207484,41.9488543
2184958922,-87.7317075,41.954904
5495471278,-87.7281408,41.9502497
4605879630,-87.7433504,41.9457273
2180438916,-87.7270589,41.9554836
261325807,-87.726438,41.9554916
2185494850,-87.7470978,41.9568585
365061491,-87.7477256,41.9470313
3235485097,-87.7359,41.9535626
5495467793,-87.7283835,41.9541824
4332812191,-87.7270941,41.946381
4334422172,-87.7223224,41.953781
2401855275,-87.7360072,41.9458583
2401873925,-87.7279994,41.9468228
5495433617,-87.7384217,41.9457173
5495420522,-87.7455173,41.9520629
2295453259,-87.7498139,41.9522458
5493329496,-87.7473436,41.9548611
2186461128,-87.7510777,41.9547512
261241138,-87.7236307,41.9464287
2185494965,-87.7444779,41.95447
261181608,-87.7260383,41.9482156
5495413649,-87.7477773,41.9515671
261139129,-87.7334454,41.942657
2401873937,-87.7298733,41.9481713
4332557780,-87.7470507,41.9454926
2401873891,-87.7307021,41.9439376
2295446909,-87.7447834,41.9524452
261123517,-87.7392204,41.9517006
2185533522,-87.7493825,41.9555907
26703426,-87.7373082,41.9571364
2180439010,-87.7233869,41.9555374
2185495017,-87.74236,41.9540211
365061587,-87.7478723,41.9497665
4081947326,-87.7197096,41.9555895
261158114,-87.7244975,41.9719278
2185494868,-87.7507946,41.9563773
4498984765,-87.7388026,41.9472066
2185495020,-87.7456333,41.9551448
2401873892,-87.733162,41.9517901
2401873899,-87.7279391,41.9443851
4498984756,-87.7399157,41.9484893
2295446904,-87.7454,41.9526583
261185997,-87.7252155,41.9555071
1625527780,-87.7250878,41.9532626
2185494759,-87.7510443,41.9538795
261151566,-87.7366456,41.9480766
26703430,-87.7313585,41.9538806
2295446961,-87.7457678,41.9534377
409169504,-87.7421098,41.9579889
2184764715,-87.7195487,41.9501238
2295446978,-87.7452805,41.9527659
5495410818,-87.7470102,41.9544449
5495425722,-87.7464744,41.9438171
289550246,-87.7496658,41.9460886
4332557788,-87.747229,41.9501328
5493329458,-87.7504698,41.9560028
2184848946,-87.7400055,41.9523293
5495528067,-87.7195034,41.9531905
1475142976,-87.7214994,41.9537933
261275059,-87.740528,41.9498744
263370971,-87.7177586,41.94651
289550340,-87.7197626,41.946482
5076527102,-87.7472741,41.9455928
369630920,-87.7417557,41.9534885
2184906181,-87.7255461,41.9482229
2401873914,-87.7281012,41.9495529
2185494872,-87.7447285,41.9544676
5495551027,-87.7187522,41.9435613
2401873871,-87.7321965,41.9457915
5493338627,-87.750951,41.9462513
266650384,-87.7313018,41.9536208
4498984774,-87.7390118,41.948358
5495409875,-87.7475679,41.9523802
2284963176,-87.7460857,41.9526746
348164932,-87.747331,41.9544417
4332542837,-87.7374685,41.9535428
1992978433,-87.724169,41.9409552
2401855315,-87.7387997,41.9517066
306084147,-87.721488,41.9536735
5495465804,-87.7275955,41.9531753
305912687,-87.7327147,41.9609032
5495465076,-87.7276187,41.9539031
316325766,-87.7471425,41.9479459
2184848971,-87.7268476,41.9482042
2393935075,-87.7462294,41.9461331
4334422178,-87.7277786,41.959221
838699137,-87.7764283,41.9439607
2402691806,-87.7421138,41.9457317
5493338625,-87.7505323,41.9464449
369630919,-87.7455781,41.9534401
2295446968,-87.7500513,41.9527855
365061481,-87.7478044,41.9497712
261346414,-87.7259846,41.9463963
2185494990,-87.7393141,41.9540586
2185494744,-87.7440768,41.9534591
261160350,-87.7260875,41.9500661
5493329488,-87.7473623,41.9554381
261212952,-87.7322136,41.9463091
2401855377,-87.7340402,41.9399107
5495469265,-87.7342086,41.9531621
261178085,-87.7291842,41.9447887
2185494651,-87.7417695,41.9540284
261128252,-87.725075,41.9527646
5076527099,-87.7476459,41.9453686
2185495000,-87.7484219,41.9534041
2180438942,-87.7271565,41.9585318
