-242.433 273.394 0,-237.859 269.647 0,-233.284 265.703 0,-228.71 261.645 0,-224.135 257.559 0,-219.561 253.53 0,-214.986 249.642 0,-210.412 245.979 0,-205.838 242.628 0,-201.263 239.671 0,-196.689 237.194 0,-196.035 236.97 0,-195.381 236.793 0,-194.727 236.656 0,-194.073 236.554 0,-193.42 236.479 0,-192.766 236.425 0,-192.112 236.386 0,-191.458 236.355 0,-190.804 236.326 0,-190.151 236.293 0,-174.386 235.625 0,-158.622 235.383 0,-142.858 235.492 0,-127.094 235.876 0,-111.33 236.459 0,-95.5658 237.165 0,-79.8017 237.919 0,-64.0376 238.643 0,-48.2735 239.263 0,-32.5093 239.703 0,-12.9157 240.631 0,6.678 242.374 0,26.2717 244.582 0,45.8653 246.902 0,65.459 248.985 0,85.0527 250.477 0,104.646 251.029 0,124.24 250.288 0,143.834 247.904 0,163.427 243.525 0,164.004 243.283 0,164.582 242.965 0,165.159 242.585 0,165.736 242.158 0,166.313 241.698 0,166.89 241.22 0,167.467 240.738 0,168.044 240.266 0,168.621 239.821 0,169.198 239.415 0,169.664 239.118 0,170.13 238.81 0,170.596 238.498 0,171.062 238.187 0,171.528 237.886 0,171.994 237.6 0,172.46 237.338 0,172.925 237.106 0,173.391 236.911 0,173.857 236.76 0,188.205 234.077 0,202.552 232.656 0,216.9 232.276 0,231.247 232.714 0,245.595 233.746 0,259.942 235.149 0,274.29 236.702 0,288.637 238.18 0,302.985 239.361 0,317.332 240.022 0,322.685 240.144 0,328.038 240.266 0,333.391 240.388 0,338.744 240.51 0,344.097 240.633 0,349.45 240.755 0,354.803 240.877 0,360.156 240.999 0,365.508 241.122 0,370.861 241.244 0,
-45.9383 945.433 0,-45.6689 929.265 0,-45.3996 913.097 0,-45.1303 896.93 0,-44.8609 880.762 0,-44.5916 864.594 0,-44.3222 848.427 0,-44.0529 832.259 0,-43.7835 816.091 0,-43.5142 799.923 0,-43.2449 783.756 0,-42.9785 767.694 0,-42.7121 751.632 0,-42.4457 735.57 0,-42.1793 719.508 0,-41.9129 703.447 0,-41.6465 687.385 0,-41.3802 671.323 0,-41.1138 655.261 0,-40.8474 639.199 0,-40.581 623.137 0,
-46.7985 997.649 0,-45.9383 945.433 0,
-515.634 -1250.53 0,-514.434 -1308.27 0,
427.392 445.909 0,367.413 444.622 0,
366.793 481.091 0,363.268 481.016 0,359.743 480.941 0,356.218 480.866 0,352.693 480.791 0,349.168 480.716 0,345.643 480.641 0,342.119 480.566 0,338.594 480.491 0,335.069 480.416 0,331.544 480.34 0,328.681 480.279 0,325.817 480.217 0,322.954 480.155 0,320.091 480.093 0,317.228 480.031 0,314.364 479.969 0,311.501 479.907 0,308.638 479.846 0,305.774 479.784 0,302.911 479.722 0,299.052 479.639 0,295.192 479.557 0,291.332 479.474 0,287.473 479.392 0,283.613 479.31 0,279.754 479.228 0,275.894 479.145 0,272.035 479.063 0,268.175 478.981 0,264.315 478.898 0,260.491 478.815 0,256.667 478.729 0,252.843 478.643 0,249.019 478.556 0,245.195 478.47 0,241.371 478.385 0,237.547 478.302 0,233.723 478.222 0,229.899 478.146 0,226.075 478.073 0,223.202 478.023 0,220.329 477.976 0,217.456 477.931 0,214.582 477.889 0,211.709 477.848 0,208.836 477.808 0,205.962 477.768 0,203.089 477.728 0,200.216 477.688 0,197.343 477.645 0,194.12 477.597 0,190.898 477.547 0,187.675 477.498 0,184.453 477.448 0,181.23 477.398 0,178.008 477.349 0,174.786 477.3 0,171.563 477.252 0,168.341 477.205 0,165.118 477.16 0,152.875 477.187 0,140.631 477.52 0,128.387 478.03 0,116.144 478.587 0,103.9 479.059 0,91.6562 479.318 0,79.4125 479.233 0,67.1688 478.674 0,54.9251 477.511 0,42.6814 475.613 0,34.7942 473.734 0,26.9069 471.348 0,19.0197 468.545 0,11.1324 465.415 0,3.24517 462.046 0,-4.64209 458.528 0,-12.5293 454.951 0,-20.4166 451.403 0,-28.3039 447.975 0,-36.1911 444.755 0,-45.7586 441.012 0,-55.326 437.269 0,-64.8934 433.526 0,-74.4609 429.782 0,-84.0283 426.039 0,-93.5957 422.296 0,-103.163 418.553 0,-112.731 414.809 0,-122.298 411.066 0,-131.865 407.323 0,
384.042 -1027.85 0,384.27 -1038.04 0,384.499 -1048.23 0,384.727 -1058.42 0,384.955 -1068.61 0,385.184 -1078.81 0,385.412 -1089 0,385.64 -1099.19 0,385.869 -1109.38 0,386.097 -1119.57 0,386.326 -1129.77 0,386.553 -1139.89 0,386.78 -1150.01 0,387.008 -1160.13 0,387.235 -1170.26 0,387.463 -1180.38 0,387.69 -1190.5 0,387.918 -1200.62 0,388.145 -1210.75 0,388.372 -1220.87 0,388.6 -1230.99 0,388.805 -1240.15 0,389.01 -1249.31 0,389.215 -1258.47 0,389.42 -1267.63 0,389.625 -1276.79 0,389.831 -1285.95 0,390.036 -1295.11 0,390.241 -1304.27 0,390.446 -1313.43 0,390.651 -1322.59 0,390.674 -1323.59 0,390.696 -1324.59 0,390.718 -1325.59 0,390.741 -1326.59 0,390.763 -1327.59 0,390.786 -1328.6 0,390.808 -1329.6 0,390.831 -1330.6 0,390.853 -1331.6 0,390.875 -1332.6 0,
509.048 -353.081 0,582.893 -351.746 0,
207.582 -604.021 0,216.992 -591.736 0,226.401 -579.456 0,235.811 -567.179 0,245.22 -554.903 0,254.63 -542.625 0,264.039 -530.343 0,273.449 -518.057 0,282.858 -505.763 0,292.268 -493.459 0,301.677 -481.145 0,306.589 -474.648 0,311.501 -468.146 0,316.414 -461.638 0,321.326 -455.127 0,326.238 -448.612 0,331.15 -442.096 0,336.062 -435.58 0,340.974 -429.063 0,345.887 -422.548 0,350.799 -416.036 0,
-454.501 1027.69 0,-453.362 985.987 0,
-20.1865 -499.914 0,183.389 -494.698 0,
378.745 -222.133 0,378.781 -224.26 0,378.818 -226.387 0,378.855 -228.514 0,378.892 -230.641 0,378.928 -232.767 0,378.965 -234.894 0,379.002 -237.021 0,379.039 -239.148 0,379.075 -241.275 0,379.112 -243.402 0,379.239 -250.884 0,379.366 -258.366 0,379.493 -265.848 0,379.62 -273.331 0,379.747 -280.813 0,379.875 -288.295 0,380.002 -295.777 0,380.129 -303.259 0,380.256 -310.741 0,380.383 -318.224 0,
